mondo_id,mondo_label,mesh_id
MONDO_0008107,"nystagmus, hereditary vertical",C537857
MONDO_0008108,oculocerebrocutaneous syndrome,C538088
MONDO_0008111,oculodentodigital dysplasia,C563160
MONDO_0008113,Schilbach-Rott syndrome,C563509
MONDO_0008114,obsessive-compulsive disorder,D009771
MONDO_0008116,oculopharyngeal muscular dystrophy,D039141
MONDO_0008118,odontomatosis-aortae esophagus stenosis syndrome,C537740
MONDO_0008121,"onychogryposis, pedal, with keratosis plantaris and coarse hair",C563506
MONDO_0008123,autosomal dominant omodysplasia,C567664
MONDO_0008125,nonsyndromic congenital nail disorder 5,C563503
MONDO_0008127,ophthalmomandibulomelic dysplasia,C563501
MONDO_0008128,"ophthalmoplegia, familial static",C563500
MONDO_0008129,"ophthalmoplegia, familial total, with iris transillumination",C563499
MONDO_0008130,ophthalmoplegia-intellectual disability-lingua scrotalis syndrome,C563498
MONDO_0008131,"optic atrophy, hearing loss, and peripheral neuropathy, autosomal dominant",C563497
MONDO_0008132,optic atrophy with demyelinating disease of CNS,C563496
MONDO_0008133,optic atrophy 3,C537128
MONDO_0008135,optic atrophy 13 with retinal and foveal abnormalities,C563494
MONDO_0008137,orofaciodigital syndrome X,C563491
MONDO_0008138,syndromic orbital border hypoplasia,C563490
MONDO_0008139,OSLAM syndrome,C537138
MONDO_0008140,ossified ear cartilages,C563488
MONDO_0008141,"ossicular malformations, familial",C537142
MONDO_0008142,"Thiemann disease, familial form",C537144
MONDO_0008147,osteogenesis imperfecta type 2,C536042
MONDO_0008148,osteogenesis imperfecta type 4,C536045
MONDO_0008149,"osteogenesis imperfecta with opalescent teeth, blue sclerae and wormian bones but without fractures",C563487
MONDO_0008150,osteoglophonic dysplasia,C536050
MONDO_0008151,gnathodiaphyseal dysplasia,C536039
MONDO_0008152,multicentric carpo-tarsal osteolysis with or without nephropathy,C567171
MONDO_0008153,progressive osseous heteroplasia,C562735
MONDO_0008154,osteomas of mandible,C563485
MONDO_0008155,osteomesopyknosis,C537792
MONDO_0008157,Buschke-Ollendorff syndrome,C537415
MONDO_0008158,dacryocystitis-osteopoikilosis syndrome,C536061
MONDO_0008159,postmenopausal osteoporosis,D015663
MONDO_0008160,osteosclerosis with ichthyosis and fractures,C563483
MONDO_0008161,otodental syndrome,C563482
MONDO_0008163,otofaciocervical syndrome,C537074
MONDO_0008163,otofaciocervical syndrome,C563481
MONDO_0008166,"ovalocytosis, hereditary hemolytic, with defective erythropoiesis",C563479
MONDO_0008167,dermoid cyst of ovary,C562731
MONDO_0008168,ovarian fibroma,C562391
MONDO_0008169,"osteochondrodysplasia, rhizomelic, with callosal agenesis, thrombocytopenia, hydrocephalus, and hypertension",C563478
MONDO_0008170,ovarian cancer,D010051
MONDO_0008171,nephrolithiasis,D053040
MONDO_0008175,pacman dysplasia,C538095
MONDO_0008177,extramammary Paget disease,D010145
MONDO_0008178,inclusion body myopathy with Paget disease of bone and frontotemporal dementia type 1,C563476
MONDO_0008179,paroxysmal extreme pain disorder,C563475
MONDO_0008180,congenital velopharyngeal incompetence,D014681
MONDO_0008182,nasopalpebral lipoma-coloboma syndrome,C538338
MONDO_0008183,annular pancreas,C536376
MONDO_0008184,"pancreas, dorsal, agenesis of",C538109
MONDO_0008185,hereditary chronic pancreatitis,C537262
MONDO_0008186,pancytopenia and occlusive vascular disease,C566836
MONDO_0008188,"papillomatosis, confluent and reticulated",C566832
MONDO_0008189,"papillomatosis, florid, of nipple",C537167
MONDO_0008193,"paralysis agitans, juvenile, of Hunt",C562469
MONDO_0008196,parastremmatic dwarfism,C537172
MONDO_0008197,parietal foramina 1,C566827
MONDO_0008198,parietal foramina with cleidocranial dysplasia,C566825
MONDO_0008200,autosomal dominant Parkinson disease 1,C566823
MONDO_0008201,Perry syndrome,C566822
MONDO_0008202,"Parotidomegaly, hereditary bilateral",C566821
MONDO_0008204,"obsolete patella aplasia, coxa vara, and tarsal synostosis",C536307
MONDO_0008205,patella aplasia/hypoplasia,C535568
MONDO_0008206,benign paroxysmal tonic upgaze of childhood with ataxia,C566817
MONDO_0008207,chondromalacia patellae,D046789
MONDO_0008208,"patella, familial recurrent dislocation of",C566816
MONDO_0008209,Char syndrome,C566815
MONDO_0008211,"pseudoleprechaunism syndrome, Patterson type",C536310
MONDO_0008212,Pechet factor deficiency,C566814
MONDO_0008213,pectus excavatum,D005660
MONDO_0008214,Pelger-Huet anomaly,D010381
MONDO_0008215,adult-onset autosomal dominant demyelinating leukodystrophy,C566813
MONDO_0008216,pelvic lipomatosis with crossed renal ectopia,C566812
MONDO_0008217,pelvis-shoulder dysplasia,C566811
MONDO_0008218,Hailey-Hailey disease,D016506
MONDO_0008219,pemphigus vulgaris,C536645
MONDO_0008221,prolidase deficiency,D056732
MONDO_0008222,Andersen-Tawil syndrome,D050030
MONDO_0008223,hypokalemic periodic paralysis,D020514
MONDO_0008224,hyperkalemic periodic paralysis,D020513
MONDO_0008226,"periodontitis, aggressive 1",D010520
MONDO_0008228,pernicious anemia,D000752
MONDO_0008229,"peroneal nerve, accessory deep",C536001
MONDO_0008232,"phagocytosis, plasma-related defect 1N",C566808
MONDO_0008233,pheochromocytoma,D010673
MONDO_0008234,multiple endocrine neoplasia type 2A,D018813
MONDO_0008235,pheochromocytoma-islet cell tumor syndrome,C566807
MONDO_0008236,phlebectasia of lips,C566806
MONDO_0008237,phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome,C537498
MONDO_0008240,6-phosphogluconolactonase deficiency,C566803
MONDO_0008242,"photomyoclonus, diabetes mellitus, deafness, nephropathy, and cerebral dysfunction",C538113
MONDO_0008243,Pick disease,D020774
MONDO_0008244,piebaldism,D016116
MONDO_0008245,piebald trait-neurologic defects syndrome,C536955
MONDO_0008246,pigmented paravenous retinochoroidal atrophy,C566801
MONDO_0008247,Robin sequence-oligodactyly syndrome,C535688
MONDO_0008248,pigmented purpuric eruption,C537186
MONDO_0008249,pilonidal sinus,D010864
MONDO_0008250,isolated growth hormone deficiency type II,C562704
MONDO_0008251,familial pityriasis rubra pilaris,C531784
MONDO_0008253,"platelet aggregation, spontaneous",C566800
MONDO_0008254,"platelet disorder, undefined",C566799
MONDO_0008255,platelet factor 3 deficiency,C566798
MONDO_0008258,platelet signal processing defect,C566796
MONDO_0008259,familial spontaneous pneumothorax,C566795
MONDO_0008260,Kindler syndrome,C536321
MONDO_0008261,"hereditary sclerosing poikiloderma, Weary type",C562824
MONDO_0008262,Poland syndrome,D011045
MONDO_0008263,polycystic kidney disease 1,C536326
MONDO_0008264,autosomal dominant medullary cystic kidney disease with or without hyperuricemia,C536137
MONDO_0008267,orofaciodigital syndrome V,C557819
MONDO_0008268,polydactyly-myopia syndrome,C536331
MONDO_0008269,polydactyly of a biphalangeal thumb,C536332
MONDO_0008271,polydactyly of an index finger,C566784
MONDO_0008273,actinic prurigo,C566780
MONDO_0008274,polyostotic fibrous dysplasia,D005359
MONDO_0008275,familial expansile osteolysis,C536335
MONDO_0008277,stomach polyp,C562464
MONDO_0008278,juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome,C563412
MONDO_0008280,Peutz-Jeghers syndrome,D010580
MONDO_0008282,"polyposis, intestinal, with multiple exostoses",C566776
MONDO_0008283,Cronkhite-Canada syndrome,D044483
MONDO_0008284,polyposis of gastric fundus without polyposis coli,C566775
MONDO_0008285,"polyps, multiple and recurrent inflammatory fibroid, gastrointestinal",C566774
MONDO_0008286,crossed polysyndactyly,C566773
MONDO_0008287,Greig cephalopolysyndactyly syndrome,C537300
MONDO_0008288,popliteal cyst,D011151
MONDO_0008289,brain small vessel disease 1 with or without ocular anomalies,C531642
MONDO_0008289,brain small vessel disease 1 with or without ocular anomalies,C564372
MONDO_0008293,"porokeratosis 3, disseminated superficial actinic type",C536339
MONDO_0008294,acute intermittent porphyria,D017118
MONDO_0008295,sporadic porphyria cutanea tarda,C566768
MONDO_0008297,variegate porphyria,D046350
MONDO_0008298,postaxial tetramelic oligodactyly,C566767
MONDO_0008299,posterior column ataxia,C536342
MONDO_0008300,Prader-Willi syndrome,D011218
MONDO_0008301,Guttmacher syndrome,C538278
MONDO_0008305,Currarino triad,C536221
MONDO_0008306,ABri amyloidosis,C538208
MONDO_0008307,"presenile dementia, Kraepelin type",C535273
MONDO_0008308,"priapism, familial idiopathic",C531791
MONDO_0008309,primary release disorder of platelets,C566759
MONDO_0008311,progeria-short stature-pigmented nevi syndrome,C536422
MONDO_0008312,autosomal dominant prognathism,D008313
MONDO_0008314,"pronation-supination of the forearm, impairment of",C566757
MONDO_0008315,prostate cancer,D011471
MONDO_0008318,Proteus syndrome,D016715
MONDO_0008321,"pruritus, hereditary localized",C566754
MONDO_0008322,pseudoachondroplasia,C535819
MONDO_0008323,Liddle syndrome,D056929
MONDO_0008324,pseudoarthrogryposis,C566753
MONDO_0008325,Pseudoatrophoderma colli,C562909
MONDO_0008327,exfoliation syndrome,D017889
MONDO_0008328,"glaucoma 1, open angle, P",C566748
MONDO_0008330,pseudomonilethrix,C562988
MONDO_0008331,obsolete pseudopapilledema,C562401
MONDO_0008332,platelet-type von Willebrand disease,C536458
MONDO_0008335,short stature-craniofacial anomalies-genital hypoplasia syndrome,C535844
MONDO_0008336,"pterygium colli, isolated",C566741
MONDO_0008337,familial pterygium of the conjunctiva,C566740
MONDO_0008338,"contractures, pterygia, and spondylocarpotarsal fusion syndrome 1A",C566739
MONDO_0008339,antecubital pterygium syndrome,C566738
MONDO_0008340,"ptosis, hereditary congenital, 1",C566737
MONDO_0008341,ptosis-strabismus-ectopic pupils syndrome,C566736
MONDO_0008342,pubic bone dysplasia,C566735
MONDO_0008343,pulmonary atresia with ventricular septal defect,C562833
MONDO_0008344,"pulmonary edema of mountaineers, susceptibility to",C535833
MONDO_0008346,pulmonary hemosiderosis,D012806
MONDO_0008349,"pulmonic stenosis, atrial septal defect, and unique electrocardiographic abnormalities",C566733
MONDO_0008351,"obsolete pupil, egg-shaped",C566731
MONDO_0008352,"pupillary membrane, persistence of",C562700
MONDO_0008353,pruritic urticarial papules and plaques of pregnancy,C535817
MONDO_0008354,purpura simplex,C536249
MONDO_0008356,"radial heads, posterior dislocation of",C566728
MONDO_0008357,radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome,C536262
MONDO_0008359,radio-renal syndrome,C536267
MONDO_0008362,ragweed sensitivity,C566725
MONDO_0008363,raindrop hypopigmentation,C566724
MONDO_0008364,Raynaud disease,D011928
MONDO_0008365,recombinant 8 syndrome,C535296
MONDO_0008367,red cell phospholipid defect with hemolysis,C535298
MONDO_0008371,Dowling-Degos disease,C562924
MONDO_0008372,retinal aplasia,C566720
MONDO_0008374,retinal cone dystrophy type 1,C566719
MONDO_0008375,retinal detachment,D012163
MONDO_0008377,retinitis pigmentosa 1,C538365
MONDO_0008378,retinitis pigmentosa 9,C566716
MONDO_0008379,retinitis pigmentosa 10,C566715
MONDO_0008380,retinoblastoma,D012175
MONDO_0008381,dominant pericentral pigmentary retinopathy,C566713
MONDO_0008382,"retinoschisis, autosomal dominant",C000598640
MONDO_0008383,rheumatoid arthritis,D001172
MONDO_0008384,rheumatoid nodulosis,D012218
MONDO_0008385,rhiny,C566708
MONDO_0008387,ring dermoid of cornea,C535684
MONDO_0008388,ringed hair disease,C537187
MONDO_0008390,Rombo syndrome,C535870
MONDO_0008391,Robinow-Sorauf syndrome,C537183
MONDO_0008394,Silver-Russell syndrome,D056730
MONDO_0008395,Ruvalcaba syndrome,C579395
MONDO_0008396,"oculodental syndrome, Rutherfurd type",C537732
MONDO_0008400,salivary duct calculi,D012465
MONDO_0008401,pleomorphic adenoma,D008949
MONDO_0008402,cleft palate-large ears-small head syndrome,C536621
MONDO_0008403,scalp defects-postaxial polydactyly syndrome,C536622
MONDO_0008404,scalp-ear-nipple syndrome,C536623
MONDO_0008407,"neurogenic scapuloperoneal syndrome, Kaeser type",C566695
MONDO_0008409,"congenital myopathy 7A, myosin storage, autosomal dominant",C564253
MONDO_0008410,Scheuermann disease,D012544
MONDO_0008411,ulnar-mammary syndrome,C536937
MONDO_0008412,intestinal schistosomiasis,D012554
MONDO_0008412,intestinal schistosomiasis,D012555
MONDO_0008416,palmoplantar keratoderma-sclerodactyly syndrome,C537526
MONDO_0008417,"sclerocornea, autosomal dominant",C566692
MONDO_0008420,seborrheic keratosis,D017492
MONDO_0008421,flat face-microstomia-ear anomaly syndrome,C537339
MONDO_0008422,autosomal dominant sideroblastic anemia,C567160
MONDO_0008423,sinus node disease and myopia,C566690
MONDO_0008424,"sella turcica, bridged",C566689
MONDO_0008425,"omphalocele syndrome, Shprintzen-Goldberg type",C537329
MONDO_0008428,septooptic dysplasia,D025962
MONDO_0008429,Singleton-Merten dysplasia,C537343
MONDO_0008430,skeletal dysplasia with delayed epiphyseal and carpal bone ossification,C566687
MONDO_0008433,small cell lung carcinoma,D055752
MONDO_0008434,Smith-Magenis syndrome,D058496
MONDO_0008436,Sneddon syndrome,D018860
MONDO_0008437,hereditary spastic paraplegia 3A,C536864
MONDO_0008438,hereditary spastic paraplegia 4,C536865
MONDO_0008439,spastic paraplegia-epilepsy-intellectual disability syndrome,C536869
MONDO_0008440,spastic paraplegia-nephritis-deafness syndrome,C537937
MONDO_0008441,spastic paraplegia with associated extrapyramidal signs,C566681
MONDO_0008442,spastic paraplegia-neuropathy-poikiloderma syndrome,C536870
MONDO_0008443,spastic paraplegia-precocious puberty syndrome,C536874
MONDO_0008444,"spastic paraplegia, optic atrophy, and dementia",C566679
MONDO_0008449,spina bifida,D016135
MONDO_0008450,spinal arachnoiditis,C531624
MONDO_0008451,"neuronopathy, distal hereditary motor, autosomal dominant 1",C566675
MONDO_0008452,"spinal muscular atrophy, facioscapulohumeral type",C566674
MONDO_0008454,spinal intradural arachnoid cysts,C536878
MONDO_0008455,"spinal muscular atrophy, segmental",C566670
MONDO_0008456,spinocerebellar ataxia with rigidity and peripheral neuropathy,C566669
MONDO_0008459,spinocerebellar atrophy with pupillary paralysis,C566668
MONDO_0008460,splenogonadal fusion-limb defects-micrognathia syndrome,C537318
MONDO_0008461,splenomegaly syndrome with splenic Germinal center hypoplasia and reduced circulating T helper cells,C566666
MONDO_0008463,split-hand and split-foot with hypodontia,C566665
MONDO_0008466,Karsch-Neugebauer syndrome,C537319
MONDO_0008467,Czeizel-Losonci syndrome,C566662
MONDO_0008469,spondyloepimetaphyseal dysplasia-hypotrichosis syndrome,C535783
MONDO_0008470,spondyloepiphyseal dysplasia with punctate corneal dystrophy,C566660
MONDO_0008471,spondyloepiphyseal dysplasia congenita,C535788
MONDO_0008472,"spondyloepiphyseal dysplasia, MacDermot type",C566659
MONDO_0008474,"spondyloepiphyseal dysplasia tarda, autosomal dominant",C566658
MONDO_0008475,spondylolisthesis,D013168
MONDO_0008477,"spondylometaphyseal dysplasia, Kozlowski type",C535797
MONDO_0008478,"spondylometaphyseal dysplasia, Schmidt type",C535794
MONDO_0008479,"spondylometaphyseal dysplasia, 'corner fracture' type",C535793
MONDO_0008482,Sprengel deformity,C535802
MONDO_0008486,steatocystoma multiplex-natal teeth syndrome,C537487
MONDO_0008487,polycystic ovary syndrome,D011085
MONDO_0008488,holoprosencephaly-radial heart renal anomalies syndrome,C566655
MONDO_0008490,"otospondylomegaepiphyseal dysplasia, autosomal dominant",C535776
MONDO_0008490,"otospondylomegaepiphyseal dysplasia, autosomal dominant",C537494
MONDO_0008491,stiff-person syndrome,D016750
MONDO_0008492,stiff skin syndrome,C566112
MONDO_0008493,overhydrated hereditary stomatocytosis,C566111
MONDO_0008494,cryohydrocytosis,C535827
MONDO_0008495,platelet storage pool deficiency,D010981
MONDO_0008496,storm syndrome,C566109
MONDO_0008497,Stormorken syndrome,C566108
MONDO_0008499,short stature-wormian bones-dextrocardia syndrome,C566105
MONDO_0008500,"striae distensae, familial",C566104
MONDO_0008501,Sturge-Weber syndrome,D013341
MONDO_0008502,"sulfhemoglobinemia, congenital",C566102
MONDO_0008503,Worster-Drought syndrome,C536747
MONDO_0008506,symphalangism of toes,C566101
MONDO_0008508,"symphalangism, C. S. Lewis type",C566100
MONDO_0008509,distal symphalangism,C566099
MONDO_0008510,symphalangism with multiple anomalies of hands and feet,C566098
MONDO_0008511,proximal symphalangism,C536223
MONDO_0008514,syndactyly type 3,C538154
MONDO_0008515,syndactyly type 4,C566092
MONDO_0008516,syndactyly type 5,C538155
MONDO_0008517,syndactyly-polydactyly-ear lobe syndrome,C566091
MONDO_0008518,calcaneonavicular coalition,C538156
MONDO_0008520,brachydactyly-elbow wrist dysplasia syndrome,C566090
MONDO_0008522,"synovial chondromatosis, familial, with dwarfism",C566087
MONDO_0008523,Blau syndrome,C538157
MONDO_0008524,"syringomas, multiple",C566085
MONDO_0008525,"syringomyelia, isolated",C566084
MONDO_0008526,talonavicular coalition,C536895
MONDO_0008527,tarsal coalition,D000070604
MONDO_0008530,"teeth, odd shapes of",C566076
MONDO_0008533,"teeth, supernumerary",D014096
MONDO_0008537,telecanthus,C562941
MONDO_0008540,extensor tendons of finger anomalies,C566068
MONDO_0008541,spermatic cord torsion,D013086
MONDO_0008542,tetralogy of fallot,D013771
MONDO_0008543,tetralogy of fallot and glaucoma,C536501
MONDO_0008544,tetramelic monodactyly,C566066
MONDO_0008545,"thalassemia, beta+, silent allele",C566065
MONDO_0008547,thanatophoric dysplasia type 2,C536508
MONDO_0008549,"thoracic dysostosis, isolated",C566063
MONDO_0008551,thoracolaryngopelvic dysplasia,C536517
